KINDCODE,DAMAGEDATE,REPORTDATE,ENDCASEDATE,inc,policycode,claimcode
三者险,19MAY2014:07:37:00,19MAY2014:07:37:00,19MAY2014:20:08:51,0,P3147,C773
车损险,19MAY2014:07:37:00,19MAY2014:07:37:00,19MAY2014:20:08:51,655,P3147,C773
车损险,03JUL2014:19:10:00,03JUL2014:19:17:00,04JUL2014:08:34:32,882.7,P3148,C774
车损险,02SEP2014:07:00:00,02SEP2014:08:41:00,16SEP2014:17:54:23,300,P3172,C775
三者险,02SEP2014:07:00:00,02SEP2014:08:41:00,16SEP2014:17:54:23,6194,P3172,C775
车损险,05SEP2014:07:00:00,05SEP2014:07:19:00,05SEP2014:15:06:34,3300,P3171,C776
三者险,14OCT2014:17:53:00,14OCT2014:17:54:00,17OCT2014:08:46:27,0,P3169,C777
三者险,31OCT2014:14:35:00,31OCT2014:15:05:00,11FEB2015:18:44:50,6303.5,P3183,C778
车损险,31OCT2014:14:35:00,31OCT2014:15:05:00,11FEB2015:18:44:50,1770,P3183,C778
三者险,05NOV2014:06:25:00,05NOV2014:06:26:00,20NOV2014:15:00:35,8286,P3165,C779
车损险,05NOV2014:06:25:00,05NOV2014:06:26:00,20NOV2014:15:00:35,4025.74,P3165,C779
三者险,22NOV2014:10:20:00,22NOV2014:10:29:00,22NOV2014:14:05:46,0,P3151,C780
车损险,01DEC2014:07:55:00,01DEC2014:08:00:00,01DEC2014:13:16:31,580.4,P3201,C781
三者险,04JAN2015:16:10:00,04JAN2015:16:15:00,06JAN2015:11:09:35,550,P3163,C782
车损险,29JAN2015:17:40:00,29JAN2015:17:45:00,29JAN2015:18:51:52,750,P3201,C783
玻璃破碎险,03FEB2015:17:17:00,03FEB2015:17:28:00,04FEB2015:11:24:27,600,P3143,C784
玻璃破碎险,28FEB2015:20:10:00,01MAR2015:14:14:00,01MAR2015:17:21:31,1600,P3182,C785
车损险,01MAR2015:14:10:00,01MAR2015:14:29:00,02MAR2015:11:18:21,4200,P3186,C786
三者险,07MAR2015:09:10:00,07MAR2015:09:34:00,07MAR2015:11:16:00,0,P3171,C787
车损险,07MAR2015:09:10:00,07MAR2015:09:34:00,07MAR2015:11:16:00,1700,P3171,C787
三者险,08MAR2015:19:20:00,08MAR2015:19:28:00,16MAR2015:10:03:10,1680,P3173,C788
三者险,11MAR2015:10:05:00,11MAR2015:10:06:00,11MAR2015:15:17:49,0,P3229,C789
三者险,12MAR2015:10:30:00,12MAR2015:11:04:00,12MAR2015:11:27:41,0,P3169,C790
车损险,18MAR2015:14:00:00,18MAR2015:14:02:00,18MAR2015:15:02:38,1600,P3154,C791
车损险,23MAR2015:13:10:00,23MAR2015:13:20:00,23MAR2015:18:03:27,1100,P3199,C792
车损险,01APR2015:08:00:00,01APR2015:08:46:00,01APR2015:10:58:35,1953,P3236,C793
车损险,06APR2015:08:35:00,06APR2015:08:42:00,06APR2015:11:39:06,1700,P3205,C794
车损险,06APR2015:13:30:00,06APR2015:14:50:00,06APR2015:16:54:23,2970,P3149,C795
三者险,20APR2015:12:01:00,20APR2015:12:01:00,30APR2015:15:18:13,0,P3176,C796
车损险,20APR2015:12:01:00,20APR2015:12:01:00,30APR2015:15:18:13,300,P3176,C796
玻璃破碎险,23APR2015:07:05:00,26APR2015:07:38:00,26APR2015:17:43:21,1150,P3195,C797
三者险,13MAY2015:20:30:00,13MAY2015:20:42:00,16OCT2015:13:50:19,25924.72,P3217,C798
车损险,13MAY2015:20:30:00,13MAY2015:20:42:00,16OCT2015:13:50:19,13450,P3217,C798
三者险,18MAY2015:12:20:00,18MAY2015:12:45:00,18MAY2015:15:32:31,0,P3177,C799
车损险,20MAY2015:09:30:00,20MAY2015:09:35:00,20MAY2015:11:56:00,1000,P3175,C800
车损险,22MAY2015:09:30:00,22MAY2015:09:36:00,22MAY2015:16:52:23,2851,P3222,C801
车损险,17MAY2015:16:00:00,17MAY2015:16:07:00,26MAY2015:17:36:53,5370,P3243,C802
车损险,26MAY2015:15:30:00,26MAY2015:15:33:00,27MAY2015:15:54:48,1300,P3158,C803
车损险,11JUN2015:12:05:00,11JUN2015:12:10:00,11JUN2015:13:32:39,0,P3226,C804
车损险,13JUN2015:06:10:00,13JUN2015:06:22:00,14JUN2015:16:43:29,600,P3182,C805
车损险,15JUN2015:08:20:00,15JUN2015:08:29:00,15JUN2015:10:46:52,280,P3162,C806
车损险,16JUN2015:12:20:00,16JUN2015:12:29:00,10MAR2016:10:49:38,1385,P3151,C807
三者险,16JUN2015:12:20:00,16JUN2015:12:29:00,10MAR2016:10:49:38,2593.72,P3151,C807
车损险,20JUN2015:05:10:00,20JUN2015:05:15:00,27JUN2015:19:04:18,10900,P3178,C808
三者险,20JUN2015:05:10:00,20JUN2015:05:15:00,27JUN2015:19:04:18,4000,P3178,C808
三者险,02JUL2015:09:35:00,02JUL2015:09:40:00,02JUL2015:23:48:43,0,P3161,C809
车损险,02JUL2015:09:35:00,02JUL2015:09:40:00,02JUL2015:23:48:43,1100,P3161,C809
车损险,03JUL2015:11:20:00,03JUL2015:11:28:00,03JUL2015:16:45:21,800,P3193,C810
三者险,03JUL2015:11:20:00,03JUL2015:11:28:00,03JUL2015:16:45:21,2100,P3193,C810
车损险,20JUL2015:16:00:00,20JUL2015:16:06:00,20JUL2015:18:07:33,700,P3258,C811
车损险,04AUG2015:09:10:00,04AUG2015:09:23:00,04AUG2015:14:27:18,840,P3167,C812
车损险,08AUG2015:20:00:00,08AUG2015:21:35:00,09AUG2015:15:43:36,850,P3162,C813
车损险,09AUG2015:14:36:00,09AUG2015:14:47:00,13AUG2015:14:41:46,4500,P3238,C814
车损险,22AUG2015:18:00:00,22AUG2015:18:07:00,24AUG2015:16:53:04,1300,P3322,C815
车损险,01SEP2015:15:00:00,01SEP2015:15:08:00,26SEP2015:18:54:00,2375,P3290,C816
三者险,01SEP2015:15:00:00,01SEP2015:15:08:00,26SEP2015:18:54:00,3326.5,P3290,C816
三者险,07SEP2015:16:45:00,07SEP2015:16:48:00,09SEP2015:09:23:48,500,P3282,C817
车损险,07SEP2015:16:45:00,07SEP2015:16:48:00,09SEP2015:09:23:48,1900,P3282,C817
三者险,05SEP2015:17:35:00,05SEP2015:17:42:00,19SEP2015:11:50:00,0,P3353,C818
车损险,12SEP2015:17:30:00,12SEP2015:17:38:00,15SEP2015:10:52:53,3600,P3299,C819
车损险,13SEP2015:16:00:00,13SEP2015:16:29:00,14SEP2015:14:31:55,4000,P3223,C820
车损险,22SEP2015:21:40:00,22SEP2015:21:47:00,23SEP2015:16:14:03,2550,P3229,C821
车损险,14OCT2015:17:30:00,14OCT2015:17:40:00,29OCT2015:16:09:23,3800,P3317,C822
三者险,14OCT2015:17:30:00,14OCT2015:17:40:00,29OCT2015:16:09:23,2800,P3317,C822
车损险,20OCT2015:06:30:00,20OCT2015:08:36:00,31OCT2015:19:49:10,6971.3,P3386,C823
车损险,21OCT2015:11:00:00,21OCT2015:11:05:00,21OCT2015:19:30:00,2600,P3332,C824
车损险,20OCT2015:09:20:00,20OCT2015:09:27:00,30OCT2015:16:49:08,8200,P3322,C825
三者险,23OCT2015:18:30:00,23OCT2015:18:34:00,11NOV2015:17:17:04,4000,P3203,C826
三者险,03NOV2015:08:15:00,03NOV2015:08:22:00,03NOV2015:18:23:23,0,P3346,C827
三者险,03NOV2015:08:20:00,03NOV2015:08:51:00,,15000,P3375,C828
车损险,03NOV2015:08:20:00,03NOV2015:08:51:00,,1600,P3375,C828
车损险,14NOV2015:08:00:00,14NOV2015:08:03:00,04DEC2015:12:05:37,4700,P3378,C829
玻璃破碎险,20NOV2015:09:10:00,20NOV2015:09:22:00,20NOV2015:16:39:44,750,P3300,C830
三者险,26NOV2015:07:45:00,26NOV2015:07:49:00,27NOV2015:08:49:43,0,P3314,C831
三者险,28NOV2015:14:50:00,28NOV2015:15:04:00,28NOV2015:18:23:44,0,P3293,C832
车损险,28NOV2015:14:50:00,28NOV2015:15:04:00,28NOV2015:18:23:44,1100.6,P3293,C832
车损险,02DEC2015:08:15:00,02DEC2015:08:23:00,02DEC2015:14:20:24,2000,P3261,C833
车损险,10DEC2015:14:10:00,10DEC2015:14:17:00,10DEC2015:19:04:19,500,P3219,C834
车损险,09DEC2015:09:25:00,09DEC2015:09:29:00,14DEC2015:09:49:30,2400,P3303,C835
车损险,22DEC2015:20:15:00,22DEC2015:20:22:00,23DEC2015:18:33:15,1000,P3281,C836
三者险,30DEC2015:08:20:00,30DEC2015:08:25:00,04JAN2016:10:37:11,0,P3352,C837
玻璃破碎险,02JAN2016:15:09:00,02JAN2016:15:09:00,03JAN2016:10:38:24,700,P3215,C838
车损险,03JAN2016:11:10:00,03JAN2016:11:12:00,03JAN2016:15:58:40,730,P3210,C839
三者险,12JAN2016:10:00:00,12JAN2016:10:15:00,12JAN2016:18:16:51,0,P3264,C840
三者险,26JAN2016:11:20:00,26JAN2016:11:21:00,27JAN2016:14:06:02,0,P3309,C841
车损险,26JAN2016:11:20:00,26JAN2016:11:21:00,27JAN2016:14:06:02,2150,P3309,C841
三者险,01FEB2016:10:45:00,01FEB2016:10:49:00,01FEB2016:18:11:25,0,P3322,C842
车损险,02FEB2016:12:00:00,02FEB2016:12:29:00,02FEB2016:21:01:59,700,P3258,C843
车损险,05FEB2016:11:35:00,05FEB2016:12:07:00,14FEB2016:20:30:02,600,P3275,C844
车损险,16FEB2016:10:20:00,16FEB2016:10:26:00,16FEB2016:14:37:00,560,P3348,C845
车损险,09MAR2016:01:00:00,09MAR2016:01:15:00,20DEC2016:16:05:12,8300,P3348,C846
车损险,16MAR2016:08:20:00,16MAR2016:08:40:00,18MAR2016:15:38:04,2850,P3293,C847
三者险,14APR2016:11:15:00,14APR2016:11:19:00,14APR2016:20:54:39,0,P3264,C848
车损险,16APR2016:16:00:00,17APR2016:10:54:00,17APR2016:17:26:08,400.06,P3266,C849
车损险,30APR2016:10:00:00,30APR2016:10:04:00,01MAY2016:13:22:45,900,P3357,C850
车损险,07MAY2016:19:00:00,07MAY2016:19:08:00,08MAY2016:15:51:07,2500,P3339,C851
三者险,06MAY2016:18:45:00,06MAY2016:19:15:00,13MAY2016:14:59:47,0,P3329,C852
车损险,07MAY2016:08:40:00,07MAY2016:08:49:00,19MAY2016:11:42:03,4600,P3343,C853
三者险,07MAY2016:08:40:00,07MAY2016:08:49:00,19MAY2016:11:42:03,0,P3343,C853
车损险,27JUN2016:07:20:00,27JUN2016:07:33:00,27JUN2016:09:30:04,600.2,P3315,C854
车损险,01JUL2016:12:30:00,01JUL2016:12:34:00,02JUL2016:16:27:15,2700,P3352,C855
玻璃破碎险,13JUL2016:20:00:00,14JUL2016:09:24:00,14JUL2016:18:42:08,1100,P3354,C856
车损险,22JUL2016:10:20:00,22JUL2016:10:27:00,02AUG2016:15:51:11,3750,P3361,C857
车损险,01AUG2016:08:50:00,01AUG2016:08:58:00,07AUG2016:17:12:56,4000,P3330,C858
车损险,17AUG2016:10:20:00,17AUG2016:10:25:00,24AUG2016:17:41:34,5000,P3363,C859
车损险,21JUN2017:13:40:00,21JUN2017:13:45:00,21JUN2017:20:04:20,1200,P3397,C860
车损险,25JUL2016:17:05:00,25JUL2016:17:11:00,27JUL2016:15:47:57,2000,P3409,C861
车损险,08OCT2016:08:45:00,08OCT2016:09:13:00,08OCT2016:18:03:03,2300,P3414,C862
三者险,10OCT2016:18:05:00,10OCT2016:18:12:00,11OCT2016:17:52:48,0,P3408,C863
车损险,22NOV2016:12:45:00,22NOV2016:12:50:00,05DEC2016:17:46:40,5000,P3411,C864
三者险,20DEC2016:07:35:00,20DEC2016:07:43:00,20DEC2016:17:34:57,0,P3470,C865
车损险,11JAN2017:17:30:00,11JAN2017:17:59:00,09MAR2017:18:23:14,26800,P3462,C866
车损险,25JAN2017:12:40:00,25JAN2017:12:52:00,25JAN2017:17:45:09,600,P3437,C867
三者险,25JAN2017:12:40:00,25JAN2017:12:52:00,25JAN2017:17:45:09,0,P3437,C867
车损险,14FEB2017:18:00:00,14FEB2017:18:05:00,15FEB2017:10:19:34,1900,P3431,C868
三者险,22FEB2017:07:10:00,22FEB2017:07:14:00,27FEB2017:10:32:51,2000,P3454,C869
三者险,24MAR2017:08:10:00,24MAR2017:08:15:00,28MAR2017:09:25:20,0,P3428,C870
车损险,22MAY2017:12:00:00,22MAY2017:13:11:00,22MAY2017:15:27:05,1400,P3460,C871
车损险,19JUN2017:21:20:00,19JUN2017:21:33:00,20JUN2017:19:12:41,2000,P3528,C872
交强险,11DEC2015:12:50:00,11DEC2015:12:53:00,16DEC2015:18:36:21,2200,P3563,C873
交强险,24OCT2016:15:05:00,24OCT2016:15:10:00,25OCT2016:16:05:59,1650,P3563,C874
交强险,25MAY2014:21:10:00,26MAY2014:14:14:00,26MAY2014:20:08:32,2000,P3597,C875
交强险,04JUN2014:16:55:00,04JUN2014:16:57:00,02JUL2014:16:39:44,2100,P3604,C876
交强险,12OCT2014:16:30:00,13OCT2014:09:33:00,27OCT2014:18:25:27,2000,P3619,C877
交强险,07NOV2014:07:45:00,07NOV2014:07:52:00,25DEC2014:15:21:24,5642.54,P3568,C878
交强险,14NOV2014:08:40:00,14NOV2014:08:54:00,15NOV2014:08:56:13,400,P3644,C879
交强险,14DEC2014:18:30:00,14DEC2014:18:51:00,15JUL2015:17:21:11,49618.1,P3576,C880
交强险,19DEC2014:14:15:00,19DEC2014:14:21:00,20DEC2014:17:53:55,1050,P3618,C881
交强险,28JAN2015:11:40:00,28JAN2015:11:45:00,28JAN2015:20:48:21,2000,P3696,C882
交强险,08FEB2015:21:25:00,08FEB2015:21:31:00,09FEB2015:18:40:58,1148,P3624,C883
交强险,07MAR2015:19:15:00,07MAR2015:19:25:00,09MAR2015:11:09:45,1100,P3595,C884
交强险,20MAR2015:14:40:00,20MAR2015:14:46:00,21MAR2015:10:57:42,1100,P3632,C885
交强险,05APR2015:10:30:00,05APR2015:10:34:00,05APR2015:15:49:55,1000,P3593,C886
交强险,10APR2015:17:10:00,10APR2015:17:16:00,11APR2015:15:59:42,600,P3682,C887
交强险,05APR2015:21:30:00,06APR2015:21:16:00,13MAY2015:18:11:55,2000,P3631,C888
交强险,25APR2015:10:25:00,25APR2015:10:30:00,25APR2015:19:17:11,900,P3627,C889
交强险,26APR2015:08:00:00,26APR2015:08:06:00,22JUN2015:16:09:51,2100,P3625,C890
交强险,08JUN2015:16:00:00,10JUN2015:19:14:00,14JUN2015:17:09:31,2000,P3742,C891
交强险,17JUN2015:14:10:00,17JUN2015:14:20:00,05NOV2015:16:12:57,23700,P3728,C892
交强险,02JUL2015:09:30:00,02JUL2015:09:39:00,08SEP2015:17:27:38,15958,P3637,C893
交强险,19JUL2015:11:15:00,19JUL2015:11:20:00,19JUL2015:17:08:32,600,P3663,C894
交强险,07AUG2015:15:50:00,07AUG2015:16:23:00,07AUG2015:18:35:32,1000,P3703,C895
交强险,14AUG2015:18:05:00,14AUG2015:18:13:00,15AUG2015:13:06:46,1800,P3642,C896
交强险,27AUG2015:09:38:00,27AUG2015:09:41:00,28AUG2015:09:54:09,400,P3785,C897
交强险,26AUG2015:13:20:00,26AUG2015:18:00:00,28AUG2015:18:14:53,1600,P3761,C898
交强险,28AUG2015:16:45:00,28AUG2015:17:01:00,25SEP2015:09:47:13,5910,P3754,C899
交强险,09OCT2015:21:20:00,09OCT2015:21:46:00,17DEC2015:10:31:13,14084,P3826,C900
交强险,12OCT2015:17:20:00,12OCT2015:17:32:00,13OCT2015:17:23:15,800,P3675,C901
交强险,14OCT2015:16:00:00,14OCT2015:16:07:00,14OCT2015:18:30:32,500,P3775,C902
交强险,02NOV2015:19:10:00,02NOV2015:19:16:00,03NOV2015:11:45:02,900,P3750,C903
交强险,23NOV2015:14:00:00,25NOV2015:10:49:00,30NOV2015:20:30:31,800,P3835,C904
交强险,02DEC2015:10:25:00,02DEC2015:10:29:00,03DEC2015:09:42:00,1200,P3802,C905
交强险,02DEC2015:15:05:00,02DEC2015:15:07:00,08DEC2015:09:45:01,2100,P3710,C906
交强险,03DEC2015:10:00:00,03DEC2015:10:03:00,09DEC2015:17:09:02,1300,P3763,C907
交强险,11DEC2015:16:00:00,12DEC2015:08:36:00,29JUN2016:15:53:22,19520,P3843,C908
交强险,17DEC2015:07:40:00,17DEC2015:07:45:00,19DEC2015:12:05:42,2100,P3796,C909
交强险,09FEB2016:14:30:00,09FEB2016:14:49:00,09FEB2016:22:26:15,2000,P3839,C910
交强险,12FEB2016:09:40:00,12FEB2016:09:46:00,12FEB2016:20:56:44,1000,P3822,C911
交强险,29FEB2016:07:50:00,29FEB2016:07:55:00,29FEB2016:18:08:18,2100,P3723,C912
交强险,01MAR2016:07:24:00,01MAR2016:07:55:00,02MAR2016:09:32:21,1500,P3730,C913
交强险,21MAR2016:14:00:00,22MAR2016:09:40:00,22MAR2016:19:25:07,2000,P3767,C914
交强险,23MAR2016:10:46:00,23MAR2016:10:51:00,23MAR2016:21:11:25,620,P3749,C915
交强险,02APR2016:16:10:00,02APR2016:16:13:00,03NOV2016:17:32:33,21674,P3826,C916
交强险,19MAY2016:08:00:00,19MAY2016:09:34:00,29JUN2016:11:51:57,1940.1,P3763,C917
交强险,08JUN2016:07:40:00,08JUN2016:07:45:00,08JUN2016:18:40:37,1000,P3883,C918
交强险,10JUN2016:09:55:00,10JUN2016:10:04:00,12JUL2016:09:34:20,2200,P3864,C919
交强险,16JUN2016:17:00:00,16JUN2016:17:29:00,18JUN2016:16:50:20,2100,P3850,C920
交强险,20JUN2016:16:40:00,20JUN2016:16:46:00,21JUN2016:15:42:51,1800,P3850,C921
交强险,04AUG2016:08:15:00,04AUG2016:08:30:00,19AUG2016:10:08:41,2100,P3888,C922
交强险,14AUG2016:09:45:00,14AUG2016:09:51:00,14AUG2016:14:49:54,500,P3833,C923
交强险,31AUG2016:09:00:00,31AUG2016:09:29:00,08OCT2016:10:43:47,2100,P3887,C924
交强险,21OCT2016:17:40:00,21OCT2016:17:46:00,28OCT2016:09:24:11,2000,P3938,C925
交强险,01NOV2016:13:10:00,01NOV2016:13:18:00,02NOV2016:14:35:15,500,P3843,C926
交强险,24NOV2016:21:00:00,28NOV2016:10:33:00,06DEC2016:16:31:28,2050,P3923,C927
交强险,02JAN2017:14:30:00,02JAN2017:14:52:00,04JAN2017:13:37:28,1100,P3979,C928
交强险,27JAN2017:09:55:00,27JAN2017:09:58:00,14FEB2017:13:58:55,3000,P3922,C929
交强险,06APR2017:10:00:00,06APR2017:10:16:00,11APR2017:10:35:44,2100,P3889,C930
交强险,12APR2017:21:45:00,12APR2017:21:52:00,14APR2017:18:17:45,880,P3923,C931
交强险,28APR2017:14:15:00,28APR2017:14:21:00,29APR2017:11:29:18,1900,P3967,C932
交强险,23JUN2017:17:30:00,23JUN2017:17:46:00,24JUN2017:13:30:16,2100,P4027,C933
三者险,25MAY2014:21:10:00,26MAY2014:14:14:00,26MAY2014:20:09:02,0,P4060,C934
车损险,22JUL2014:10:10:00,22JUL2014:10:24:00,22JUL2014:17:57:35,840.06,P4056,C935
车损险,26AUG2014:07:50:00,26AUG2014:08:19:00,26AUG2014:10:05:37,800.38,P4062,C936
车损险,20OCT2014:08:10:00,20OCT2014:08:28:00,20OCT2014:18:13:00,500,P4075,C937
车损险,20JAN2015:14:35:00,20JAN2015:14:41:00,23JAN2015:15:15:30,1100,P4055,C938
车损险,12MAR2015:10:58:00,12MAR2015:11:00:00,12MAR2015:15:49:36,600,P4076,C939
车损险,29MAR2015:13:45:00,29MAR2015:13:48:00,29MAR2015:15:18:43,350,P4062,C940
车损险,05APR2015:10:30:00,05APR2015:10:34:00,05APR2015:13:35:06,500,P4084,C941
三者险,26APR2015:08:00:00,26APR2015:08:06:00,22JUN2015:16:11:14,2642,P4066,C942
车损险,16MAY2015:08:15:00,16MAY2015:08:44:00,16MAY2015:20:18:21,1500,P4091,C943
车损险,15JUN2015:17:20:00,15JUN2015:17:33:00,15JUN2015:22:27:54,730,P4070,C944
三者险,17JUN2015:14:10:00,17JUN2015:14:20:00,05NOV2015:16:12:57,2675.07,P4087,C945
车损险,14AUG2015:12:30:00,14AUG2015:12:41:00,15AUG2015:16:00:28,3200,P4085,C946
车损险,15AUG2015:15:30:00,15AUG2015:15:50:00,15AUG2015:19:42:19,1050,P4091,C947
车损险,09OCT2015:21:20:00,09OCT2015:21:46:00,17DEC2015:10:31:13,400,P4107,C948
三者险,09OCT2015:21:20:00,09OCT2015:21:46:00,17DEC2015:10:31:13,12645.72,P4107,C948
车损险,23OCT2015:10:00:00,23OCT2015:10:08:00,23OCT2015:15:18:56,1500,P4098,C949
车损险,19DEC2015:14:00:00,19DEC2015:14:32:00,19DEC2015:20:48:30,2800,P4112,C950
车损险,27DEC2015:14:50:00,27DEC2015:14:51:00,28DEC2015:15:14:04,0,P4084,C951
车损险,29FEB2016:07:50:00,29FEB2016:07:55:00,29FEB2016:18:08:19,400,P4085,C952
三者险,29FEB2016:07:50:00,29FEB2016:07:55:00,29FEB2016:18:08:19,900,P4085,C952
三者险,01MAR2016:07:24:00,01MAR2016:07:55:00,02MAR2016:09:32:22,0,P4088,C953
三者险,23MAR2016:10:46:00,23MAR2016:10:51:00,23MAR2016:21:11:25,0,P4093,C954
车损险,02APR2016:16:10:00,02APR2016:16:13:00,03NOV2016:17:32:33,3100,P4107,C955
三者险,02APR2016:16:10:00,02APR2016:16:13:00,03NOV2016:17:32:33,9866,P4107,C955
车损险,10APR2016:15:00:00,11APR2016:15:22:00,11APR2016:22:32:54,1000,P4089,C956
车损险,18APR2016:20:50:00,18APR2016:20:53:00,19APR2016:15:24:10,1610,P4092,C957
车损险,16JUN2016:17:00:00,16JUN2016:17:29:00,18JUN2016:16:50:20,4850,P4115,C958
三者险,16JUN2016:17:00:00,16JUN2016:17:29:00,18JUN2016:16:50:20,2500,P4115,C958
车损险,20JUN2016:16:40:00,20JUN2016:16:46:00,21JUN2016:15:42:51,900,P4115,C959
三者险,20JUN2016:16:40:00,20JUN2016:16:46:00,21JUN2016:15:42:51,0,P4115,C959
车损险,04AUG2016:08:15:00,04AUG2016:08:30:00,19AUG2016:10:08:41,4400,P4123,C960
三者险,04AUG2016:08:15:00,04AUG2016:08:30:00,19AUG2016:10:08:41,270,P4123,C960
车损险,01OCT2016:00:00:00,01OCT2016:00:04:00,09OCT2016:22:14:33,4950,P4123,C961
车损险,02NOV2016:17:35:00,02NOV2016:17:41:00,03NOV2016:09:05:00,1800,P4110,C962
车损险,21MAR2014:15:20:00,21MAR2014:15:23:00,22MAR2014:12:25:09,900,P4150,C963
车损险,04JUN2014:19:30:00,05JUN2014:18:47:00,06JUN2014:11:13:39,1500,P4136,C964
三者险,04JUN2014:16:55:00,04JUN2014:16:57:00,02JUL2014:17:01:42,1883.8,P4160,C965
车损险,04JUN2014:16:55:00,04JUN2014:16:57:00,02JUL2014:17:01:42,2600,P4160,C965
车损险,15JUN2014:16:25:00,15JUN2014:16:40:00,16JUN2014:08:37:18,1000,P4132,C966
玻璃破碎险,03JUL2014:09:00:00,05JUL2014:15:50:00,06JUL2014:08:42:44,1000,P4147,C967
车损险,12JUL2014:18:05:00,12JUL2014:18:12:00,13JUL2014:15:59:02,2100,P4138,C968
车损险,13JUL2014:17:55:00,13JUL2014:18:06:00,14JUL2014:16:07:28,2000,P4144,C969
车损险,30JUL2014:16:55:00,30JUL2014:16:59:00,31JUL2014:09:08:01,1100,P4132,C970
车上人员险驾驶,02AUG2014:07:10:00,02AUG2014:07:22:00,05SEP2014:11:23:43,1555.83,P4178,C971
车损险,02AUG2014:07:10:00,02AUG2014:07:22:00,05SEP2014:11:23:43,36170,P4178,C971
三者险,04SEP2014:09:05:00,04SEP2014:09:14:00,20OCT2014:10:16:01,1550,P4161,C972
车损险,04SEP2014:09:05:00,04SEP2014:09:14:00,20OCT2014:10:16:01,2600,P4161,C972
车损险,07OCT2014:10:10:00,07OCT2014:10:14:00,08OCT2014:11:32:30,560,P4149,C973
玻璃破碎险,07OCT2014:22:00:00,08OCT2014:10:24:00,08OCT2014:17:22:14,630,P4179,C974
车损险,12OCT2014:16:30:00,13OCT2014:09:33:00,27OCT2014:18:25:27,600,P4174,C975
三者险,12OCT2014:16:30:00,13OCT2014:09:33:00,27OCT2014:18:25:27,0,P4174,C975
车损险,03NOV2014:16:19:00,03NOV2014:16:30:00,04NOV2014:16:10:03,1120,P4185,C976
车损险,07NOV2014:07:45:00,07NOV2014:07:52:00,25DEC2014:15:21:24,2295,P4152,C977
三者险,07NOV2014:07:45:00,07NOV2014:07:52:00,25DEC2014:15:21:24,80,P4152,C977
三者险,14NOV2014:08:40:00,14NOV2014:08:54:00,15NOV2014:09:01:22,0,P4194,C978
车损险,30NOV2014:20:30:00,01DEC2014:12:14:00,02DEC2014:18:10:21,1900,P4148,C979
车损险,14DEC2014:18:30:00,14DEC2014:18:51:00,15JUL2015:17:21:11,6579.3,P4139,C980
三者险,14DEC2014:18:30:00,14DEC2014:18:51:00,15JUL2015:17:21:11,14381.91,P4139,C980
车损险,30DEC2014:21:15:00,30DEC2014:21:18:00,25FEB2015:11:10:35,49590,P4176,C981
车损险,15JAN2015:09:19:00,15JAN2015:09:19:00,15JAN2015:21:07:33,1000,P4190,C982
车损险,19JAN2015:11:30:00,19JAN2015:11:37:00,19JAN2015:16:47:37,2100,P4133,C983
车损险,08FEB2015:21:25:00,08FEB2015:21:31:00,09FEB2015:18:40:59,2200,P4178,C984
三者险,08FEB2015:21:25:00,08FEB2015:21:31:00,09FEB2015:18:40:59,0,P4178,C984
车损险,09FEB2015:12:00:00,09FEB2015:12:02:00,09FEB2015:15:58:13,1500,P4214,C985
车损险,16FEB2015:08:30:00,16FEB2015:08:51:00,13MAR2015:10:48:11,2800,P4241,C986
车损险,14FEB2015:11:00:00,14FEB2015:11:05:00,15APR2015:13:50:48,11800,P4169,C987
三者险,14FEB2015:11:00:00,14FEB2015:11:05:00,15APR2015:13:50:48,9000,P4169,C987
车损险,01MAR2015:18:00:00,01MAR2015:18:26:00,02MAR2015:10:38:39,420,P4151,C988
车损险,03MAR2015:09:10:00,03MAR2015:09:41:00,04MAR2015:09:48:15,1100,P4153,C989
三者险,07MAR2015:19:15:00,07MAR2015:19:25:00,09MAR2015:11:09:45,0,P4154,C990
车损险,07MAR2015:19:15:00,07MAR2015:19:25:00,09MAR2015:11:09:45,200,P4154,C990
车损险,11MAR2015:17:55:00,11MAR2015:18:00:00,12MAR2015:10:14:15,1100,P4162,C991
车损险,19MAR2015:11:27:00,19MAR2015:11:28:00,20MAR2015:09:12:24,1500,P4158,C992
三者险,20MAR2015:14:40:00,20MAR2015:14:46:00,21MAR2015:10:57:42,0,P4183,C993
车损险,28MAR2015:09:30:00,28MAR2015:09:35:00,28MAR2015:18:16:46,4400,P4225,C994
车损险,04APR2015:15:00:00,05APR2015:11:39:00,05APR2015:14:27:29,630,P4161,C995
车损险,05APR2015:21:30:00,06APR2015:21:13:00,04JUN2015:17:26:57,41200,P4182,C996
三者险,05APR2015:21:30:00,06APR2015:21:13:00,04JUN2015:17:26:57,1042,P4182,C996
车损险,25APR2015:10:25:00,25APR2015:10:30:00,25APR2015:18:38:40,400,P4179,C997
玻璃破碎险,28APR2015:09:15:00,28APR2015:09:29:00,28APR2015:10:27:48,1200,P4160,C998
车损险,22MAY2015:07:00:00,22MAY2015:09:04:00,26MAY2015:11:19:13,5800,P4172,C999
车损险,04JUN2015:13:30:00,04JUN2015:13:38:00,04JUN2015:19:01:30,2290,P4230,C1000
三者险,08JUN2015:16:00:00,10JUN2015:19:14:00,14JUN2015:17:09:31,0,P4271,C1001
车损险,28JUN2015:14:20:00,28JUN2015:14:27:00,28JUN2015:15:28:28,1300,P4167,C1002
